"Statistic","Month","Age Group","Sex","Social Welfare Scheme","UNIT","VALUE"
"Persons on Live Register","2009M11","25 years and over","Male","Jobseekers allowance applications","Number","127531"
"Persons on Live Register","2009M11","25 years and over","Male","Jobseekers benefit claims","Number","89146"
"Persons on Live Register","2009M11","25 years and over","Male","Other registrants","Number","5934"
"Persons on Live Register","2009M11","25 years and over","Female","All classes","Number","107532"
"Persons on Live Register","2009M11","25 years and over","Female","Jobseekers allowance applications","Number","39301"
"Persons on Live Register","2009M11","25 years and over","Female","Jobseekers benefit claims","Number","56338"
"Persons on Live Register","2009M11","25 years and over","Female","Other registrants","Number","11893"
"Persons on Live Register","2009M11","All ages","Both sexes","All classes","Number","413505"
"Persons on Live Register","2009M11","All ages","Both sexes","Jobseekers allowance applications","Number","231654"
"Persons on Live Register","2009M11","All ages","Both sexes","Jobseekers benefit claims","Number","163701"
"Persons on Live Register","2009M11","All ages","Both sexes","Other registrants","Number","18150"
"Persons on Live Register","2009M11","All ages","Male","All classes","Number","276093"
"Persons on Live Register","2009M11","All ages","Male","Jobseekers allowance applications","Number","169452"
"Persons on Live Register","2009M11","All ages","Male","Jobseekers benefit claims","Number","100591"
"Persons on Live Register","2009M11","All ages","Male","Other registrants","Number","6050"
"Persons on Live Register","2009M11","All ages","Female","All classes","Number","137412"
"Persons on Live Register","2009M11","All ages","Female","Jobseekers allowance applications","Number","62202"
"Persons on Live Register","2009M11","All ages","Female","Jobseekers benefit claims","Number","63110"
"Persons on Live Register","2009M11","All ages","Female","Other registrants","Number","12100"
"Persons on Live Register","2009M12","Under 25 years","Both sexes","All classes","Number","84398"
"Persons on Live Register","2009M12","Under 25 years","Both sexes","Jobseekers allowance applications","Number","66124"
"Persons on Live Register","2009M12","Under 25 years","Both sexes","Jobseekers benefit claims","Number","17927"
"Persons on Live Register","2009M12","Under 25 years","Both sexes","Other registrants","Number","347"
"Persons on Live Register","2009M12","Under 25 years","Male","All classes","Number","54805"
"Persons on Live Register","2009M12","Under 25 years","Male","Jobseekers allowance applications","Number","43210"
"Persons on Live Register","2009M12","Under 25 years","Male","Jobseekers benefit claims","Number","11464"
"Persons on Live Register","2009M12","Under 25 years","Male","Other registrants","Number","131"
"Persons on Live Register","2009M12","Under 25 years","Female","All classes","Number","29593"
"Persons on Live Register","2009M12","Under 25 years","Female","Jobseekers allowance applications","Number","22914"
"Persons on Live Register","2009M12","Under 25 years","Female","Jobseekers benefit claims","Number","6463"
"Persons on Live Register","2009M12","Under 25 years","Female","Other registrants","Number","216"
"Persons on Live Register","2009M12","25 years and over","Both sexes","All classes","Number","339197"
"Persons on Live Register","2009M12","25 years and over","Both sexes","Jobseekers allowance applications","Number","172955"
"Persons on Live Register","2009M12","25 years and over","Both sexes","Jobseekers benefit claims","Number","147380"
"Persons on Live Register","2009M12","25 years and over","Both sexes","Other registrants","Number","18862"
"Persons on Live Register","2009M12","25 years and over","Male","All classes","Number","228049"
"Persons on Live Register","2009M12","25 years and over","Male","Jobseekers allowance applications","Number","132458"
"Persons on Live Register","2009M12","25 years and over","Male","Jobseekers benefit claims","Number","89252"
"Persons on Live Register","2009M12","25 years and over","Male","Other registrants","Number","6339"
"Persons on Live Register","2009M12","25 years and over","Female","All classes","Number","111148"
"Persons on Live Register","2009M12","25 years and over","Female","Jobseekers allowance applications","Number","40497"
"Persons on Live Register","2009M12","25 years and over","Female","Jobseekers benefit claims","Number","58128"
"Persons on Live Register","2009M12","25 years and over","Female","Other registrants","Number","12523"
"Persons on Live Register","2009M12","All ages","Both sexes","All classes","Number","423595"
"Persons on Live Register","2009M12","All ages","Both sexes","Jobseekers allowance applications","Number","239079"
"Persons on Live Register","2009M12","All ages","Both sexes","Jobseekers benefit claims","Number","165307"
"Persons on Live Register","2009M12","All ages","Both sexes","Other registrants","Number","19209"
"Persons on Live Register","2009M12","All ages","Male","All classes","Number","282854"
"Persons on Live Register","2009M12","All ages","Male","Jobseekers allowance applications","Number","175668"
"Persons on Live Register","2009M12","All ages","Male","Jobseekers benefit claims","Number","100716"
"Persons on Live Register","2009M12","All ages","Male","Other registrants","Number","6470"
"Persons on Live Register","2009M12","All ages","Female","All classes","Number","140741"
"Persons on Live Register","2009M12","All ages","Female","Jobseekers allowance applications","Number","63411"
"Persons on Live Register","2009M12","All ages","Female","Jobseekers benefit claims","Number","64591"
"Persons on Live Register","2009M12","All ages","Female","Other registrants","Number","12739"
"Persons on Live Register","2010M01","Under 25 years","Both sexes","All classes","Number","85910"
"Persons on Live Register","2010M01","Under 25 years","Both sexes","Jobseekers allowance applications","Number","67324"
"Persons on Live Register","2010M01","Under 25 years","Both sexes","Jobseekers benefit claims","Number","18225"
"Persons on Live Register","2010M01","Under 25 years","Both sexes","Other registrants","Number","361"
"Persons on Live Register","2010M01","Under 25 years","Male","All classes","Number","55218"
"Persons on Live Register","2010M01","Under 25 years","Male","Jobseekers allowance applications","Number","43758"
"Persons on Live Register","2010M01","Under 25 years","Male","Jobseekers benefit claims","Number","11322"
"Persons on Live Register","2010M01","Under 25 years","Male","Other registrants","Number","138"
"Persons on Live Register","2010M01","Under 25 years","Female","All classes","Number","30692"
"Persons on Live Register","2010M01","Under 25 years","Female","Jobseekers allowance applications","Number","23566"
"Persons on Live Register","2010M01","Under 25 years","Female","Jobseekers benefit claims","Number","6903"
"Persons on Live Register","2010M01","Under 25 years","Female","Other registrants","Number","223"
"Persons on Live Register","2010M01","25 years and over","Both sexes","All classes","Number","351026"
"Persons on Live Register","2010M01","25 years and over","Both sexes","Jobseekers allowance applications","Number","181812"
"Persons on Live Register","2010M01","25 years and over","Both sexes","Jobseekers benefit claims","Number","149623"
"Persons on Live Register","2010M01","25 years and over","Both sexes","Other registrants","Number","19591"
"Persons on Live Register","2010M01","25 years and over","Male","All classes","Number","236430"
"Persons on Live Register","2010M01","25 years and over","Male","Jobseekers allowance applications","Number","139420"
"Persons on Live Register","2010M01","25 years and over","Male","Jobseekers benefit claims","Number","90355"
"Persons on Live Register","2010M01","25 years and over","Male","Other registrants","Number","6655"
"Persons on Live Register","2010M01","25 years and over","Female","All classes","Number","114596"
"Persons on Live Register","2010M01","25 years and over","Female","Jobseekers allowance applications","Number","42392"
"Persons on Live Register","2010M01","25 years and over","Female","Jobseekers benefit claims","Number","59268"
"Persons on Live Register","2010M01","25 years and over","Female","Other registrants","Number","12936"
"Persons on Live Register","2010M01","All ages","Both sexes","All classes","Number","436936"
"Persons on Live Register","2010M01","All ages","Both sexes","Jobseekers allowance applications","Number","249136"
"Persons on Live Register","2010M01","All ages","Both sexes","Jobseekers benefit claims","Number","167848"
"Persons on Live Register","2010M01","All ages","Both sexes","Other registrants","Number","19952"
"Persons on Live Register","2010M01","All ages","Male","All classes","Number","291648"
